,raw_text_src,raw_text,stance_label,spacy_processed_text,spacy_processed_text_src,avg_lev_dist
146,Legalization of Abortion,"@SCOTUSblog My @TheGoodGodAbove, is it 1973 already? #SemST",2,"$MENTION$ [EOS]
My $MENTION$ , is it 1973 already ? [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],85.8625
147,Donald Trump,@nytpolitics and will stop Illegals from killing our citizens. #SemST,2,"$MENTION$ and will stop Illegals from killing our citizens . [EOS]
# SemST [EOS]",Donald Trump [EOS],85.95
148,Feminist Movement,.@MyRainbowNinja @NotAllBhas This farm is fucking disgusting. #SemST,2,".$MENTION$ $MENTION$ [EOS]
This farm is fucking disgusting . [EOS]
# SemST [EOS]",Feminist Movement [EOS],85.975
149,Legalization of Abortion,@UCBerkeley No Such Thing As An Unforced #ProlifeYouth #SemST,2,"$MENTION$ [EOS]
No Such Thing As An Unforced # ProlifeYouth # SemST [EOS]",Legalization of Abortion [EOS],86.0
150,Feminist Movement,@femfreq You wanna generalize #GamerGate then the same can be done to #SemST,2,$MENTION$ You wanna generalize # GamerGate then the same can be done to # SemST [EOS],Feminist Movement [EOS],86.025
151,Legalization of Abortion,RT @RogerIsCatholic: Save the Baby Humans! #WAAR #SemST,2,"RT $MENTION$ : Save the Baby Humans ! [EOS]
# WAAR # SemST [EOS]",Legalization of Abortion [EOS],86.025
152,Legalization of Abortion,"@enilk1988: @Chris_1791 @Doodisgirl   thought it was just tissue"" #SemST",2,"$MENTION$ : $MENTION$ $MENTION$ thought it was just tissue "" # SemST [EOS]",Legalization of Abortion [EOS],86.025
153,Hillary Clinton,@jazli2016 @BernieSanders those votes had nothing to do with Bernie. I support #SemST,2,"$MENTION$ $MENTION$ those votes had nothing to do with Bernie . [EOS]
I support # SemST [EOS]",Hillary Clinton [EOS],86.1
154,Feminist Movement,@Cernovich lets hang our heads in shame that men have become so feminized #SemST,2,$MENTION$ lets hang our heads in shame that men have become so feminized # SemST [EOS],Feminist Movement [EOS],86.1
155,Donald Trump,@realDonaldTrump sometimes the truth hurts ! Waking up Americans ! #SemST,2,"$MENTION$ sometimes the truth hurts ! [EOS]
Waking up Americans ! [EOS]
# SemST [EOS]",Donald Trump [EOS],86.15
156,Legalization of Abortion,@lgoerl @TPM what I'm for is freedom from compulsory labor #SemST,2,$MENTION$ $MENTION$ what I 'm for is freedom from compulsory labor # SemST [EOS],Legalization of Abortion [EOS],86.1625
157,Donald Trump,@CNNPolitics @Eugene_Scott  Careful Donald. Don't get carried away. #SemST,2,"$MENTION$ $MENTION$ Careful Donald . [EOS]
Do not get carried away . [EOS]
# SemST [EOS]",Donald Trump [EOS],86.175
158,Feminist Movement,@StacyLGage @mylittlepwnies3 because i need the whole world to validate my vagina #SemST,2,$MENTION$ $MENTION$ because i need the whole world to validate my vagina # SemST [EOS],Feminist Movement [EOS],86.2125
159,Feminist Movement,@Lauren_Southern 2 biologically white males who present as males. LOL #SemST,2,"$MENTION$ 2 biologically white males who present as males . [EOS]
LOL # SemST [EOS]",Feminist Movement [EOS],86.225
160,Donald Trump,@ericbolling @FoxNews I'll be there!! Who's on the panel? #SemST,2,"$MENTION$ $MENTION$ [EOS]
I 'll be there ! ! [EOS]
Who 's on the panel ? [EOS]
# SemST [EOS]",Donald Trump [EOS],86.2375
161,Donald Trump,@johnnydollar01 @kilmeade That there can be complete #ASSHOLES like #SemST,2,"$MENTION$ $MENTION$ [EOS]
That there can be complete # ASSHOLES like # SemST [EOS]",Donald Trump [EOS],86.25
162,Donald Trump,"@seanhannity @realDonaldTrump 10s of millions,20s of millions agree with #SemST",2,"$MENTION$ $MENTION$ 10s of millions,20s of millions agree with # SemST [EOS]",Donald Trump [EOS],86.2875
163,Hillary Clinton,@CoachDLG515 @Retired36 I'm glad that you will now slice all round.  #SemST,2,"$MENTION$ $MENTION$ [EOS]
I 'm glad that you will now slice all round . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],86.2875
164,Donald Trump,@whitewolf2226 @mjgranger1 @BurdenoFreedom that's right I agree w/u girl #SemST,2,"$MENTION$ $MENTION$ $MENTION$ [EOS]
that 's right I agree w / u girl # SemST [EOS]",Donald Trump [EOS],86.2875
165,Donald Trump,@FoxBusiness I would have to say that #NYSE would never admit a hack. #SemST,2,"$MENTION$ I would have to say that # NYSE would never admit a hack . [EOS]
# SemST [EOS]",Donald Trump [EOS],86.3
166,Hillary Clinton,@johnpodesta @HillaryClinton awesome every true chef needs this.. Go Hillary #SemST,2,"$MENTION$ $MENTION$ awesome every true chef needs this .. [EOS]
Go Hillary # SemST [EOS]",Hillary Clinton [EOS],86.3875
167,Donald Trump,Is @Univision even a legit network? Pull the #GOPdebate #SemST,2,"Is $MENTION$ even a legit network ? [EOS]
Pull the # GOPdebate # SemST [EOS]",Donald Trump [EOS],86.4
168,Feminist Movement,@fionamulvenna @RedPillTweets respect is earned not given #menagainstfeminism #SemST,2,$MENTION$ $MENTION$ respect is earned not given # menagainstfeminism # SemST [EOS],Feminist Movement [EOS],86.4125
169,Legalization of Abortion,@conspiracyimage @FreakyTheory fetuses can't think or have a mind of its own :))) #SemST,2,"$MENTION$ $MENTION$ fetuses ca not think or have a mind of its own :))) [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],86.4375
170,Feminist Movement,@maria_clara0321 @YasasDita your body/life feminism's choice don't you know #SemST,2,$MENTION$ $MENTION$ your body / life feminism 's choice do not you know # SemST [EOS],Feminist Movement [EOS],86.45
171,Legalization of Abortion,@ShaftonP We must pray fervently for all our priests! #Catholic #SemST,2,"$MENTION$ We must pray fervently for all our priests ! [EOS]
# Catholic # SemST [EOS]",Legalization of Abortion [EOS],86.4625
172,Atheism,@SecularDutchess I'll be your huckleberry @DeanModified #SemST,2,$MENTION$ I 'll be your huckleberry $MENTION$ # SemST [EOS],Atheism [EOS],86.5
173,Legalization of Abortion,@Esmerald_Kiczek  Rock on girl!  We all know #AbortionIsMurder.   #SemST,2,"$MENTION$ Rock on girl ! [EOS]
We all know # AbortionIsMurder . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],86.525
174,Legalization of Abortion,@ghhshirley Charged with Manslaughter After Another Woman Dies From #SemST,2,$MENTION$ Charged with Manslaughter After Another Woman Dies From # SemST [EOS],Legalization of Abortion [EOS],86.5375
175,Legalization of Abortion,@FoxNews @BristolsBlog Not possible. #BristolPalin doesn't believe in #SemST,2,"$MENTION$ $MENTION$ Not possible . [EOS]
# BristolPalin does not believe in # SemST [EOS]",Legalization of Abortion [EOS],86.55
176,Legalization of Abortion,@BaronTrader @DynaMoChen  Margret Sangers Looking a little rough!!!! #SemST,2,"$MENTION$ $MENTION$ Margret Sangers Looking a little rough ! ! ! ! [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],86.575
177,Hillary Clinton,@HillaryClinton interview was ridiculous!! She's such a liar! #SemST,2,"$MENTION$ interview was ridiculous ! ! [EOS]
She 's such a liar ! [EOS]
# SemST [EOS]",Hillary Clinton [EOS],86.5875
178,Legalization of Abortion,@ShowTruth You're truly unwelcome here. Please leave.  #ygk #SemST,2,"$MENTION$ You 're truly unwelcome here . [EOS]
Please leave . [EOS]
# ygk # SemST [EOS]",Legalization of Abortion [EOS],86.6
179,Donald Trump,@realDonaldTrump @Macys Your shirts are still at Macy's Manhattan. #SemST,2,"$MENTION$ $MENTION$ [EOS]
Your shirts are still at Macy 's Manhattan . [EOS]
# SemST [EOS]",Donald Trump [EOS],86.6125
180,Donald Trump,Hey at @realDonaldTrump I'll vote for you if you adopt me! #SemST,2,"Hey at $MENTION$ I 'll vote for you if you adopt me ! [EOS]
# SemST [EOS]",Donald Trump [EOS],86.6375
181,Donald Trump,@burniethompson Freedom of the Press getting to you BHO ? #4thOfJuly  #SemST,2,"$MENTION$ Freedom of the Press getting to you BHO ? [EOS]
# 4thOfJuly # SemST [EOS]",Donald Trump [EOS],86.6375
182,Feminist Movement,@Nero the 'author' is @onepoundstories she's making money out of it #SemST,2,"$MENTION$ the ' author ' is $MENTION$ [EOS]
she 's making money out of it # SemST [EOS]",Feminist Movement [EOS],86.6625
183,Donald Trump,#POLL @realDonaldTrump takes lead in North Carolina! #SemST,2,"# POLL $MENTION$ takes lead in North Carolina ! [EOS]
# SemST [EOS]",Donald Trump [EOS],86.6875
184,Feminist Movement,"@feministculture ""not womaning correctly"" - feminists #YesAllWomen #SemST",2,"$MENTION$ "" not womaning correctly "" - feminists # YesAllWomen # SemST [EOS]",Feminist Movement [EOS],86.7125
185,Hillary Clinton,@HillaryClinton As long as you and your husband are up there. Right? #SemST,2,"$MENTION$ As long as you and your husband are up there . [EOS]
Right ? [EOS]
# SemST [EOS]",Hillary Clinton [EOS],86.775
186,Donald Trump,@realDonaldTrump first time voting and I'm definitely voting for Trump #SemST,2,"$MENTION$ first time voting [EOS]
and I 'm definitely voting for Trump # SemST [EOS]",Donald Trump [EOS],86.85
187,Donald Trump,"@JebBush if the truth offends you, then you're part of the problem! #SemST",2,"$MENTION$ if the truth offends you , then you 're part of the problem ! [EOS]
# SemST [EOS]",Donald Trump [EOS],86.8625
188,Donald Trump,@aquaglass @marcorubio You are surprised?  they are the establishment. #SemST,2,"$MENTION$ $MENTION$ You are surprised ? [EOS]
they are the establishment . [EOS]
# SemST [EOS]",Donald Trump [EOS],86.8875
189,Atheism,Watch @Dame_Lillard bring the Blazers to the playoff #Beast #SemST,2,Watch $MENTION$ bring the Blazers to the playoff # Beast # SemST [EOS],Atheism [EOS],86.8875
190,Donald Trump,@JoeHNewYork @maggiebeauchamp @DLoesch This country is upside down.. #SemST,2,"$MENTION$ $MENTION$ $MENTION$ [EOS]
This country is upside down .. [EOS]
# SemST [EOS]",Donald Trump [EOS],86.8875
191,Donald Trump,@RWSurferGirl Facts only get in the way of feelings and revenge #libsdestroy #SemST,2,$MENTION$ Facts only get in the way of feelings and revenge # libsdestroy # SemST [EOS],Donald Trump [EOS],86.9375
192,Hillary Clinton,@TIMENOUT Is there anything about the Clintons that is not fraudulent? #SemST,2,"$MENTION$ Is there anything about the Clintons that is not fraudulent ? [EOS]
# SemST [EOS]",Hillary Clinton [EOS],86.9375
193,Donald Trump,@realDonaldTrump maybe he needs that money to buy #JebBush a personality? #SemST,2,"$MENTION$ maybe he needs that money to buy # JebBush a personality ? [EOS]
# SemST [EOS]",Donald Trump [EOS],86.9625
194,Atheism,RT @JLHMinistries: You cannot save people. You can only love them. #SemST,2,"RT $MENTION$ : You can not save people . [EOS]
You can only love them . [EOS]
# SemST [EOS]",Atheism [EOS],87.0125
195,Donald Trump,@CNNPolitics @jaketapper @GovernorPerry @SaraMurray Not enough. #SemST,2,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ Not enough . [EOS]
# SemST [EOS]",Donald Trump [EOS],87.0375
196,Legalization of Abortion,@BuhayIpaglaban Bullshit multiplied by bullshit is still bullshit. #SemST,2,"$MENTION$ Bullshit multiplied by bullshit is still bullshit . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],87.05
197,Legalization of Abortion,@BGTX Chop em up!  Great news.  @PPact #SemST,2,"$MENTION$ Chop em up ! [EOS]
Great news . [EOS]
$MENTION$ [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],87.0625
198,Donald Trump,"@veriphile; Just Curious, Do You Follow @Montel_Williams? #SemST",2,"$MENTION$ ; Just Curious , Do You Follow $MENTION$ ? [EOS]
# SemST [EOS]",Donald Trump [EOS],87.1125
199,Donald Trump,@businessinsider @billpostmus most libtard states are f'd up here #mepolitics #tcot #SemST,2,$MENTION$ $MENTION$ most libtard states are f'd up here # mepolitics # tcot # SemST [EOS],Donald Trump [EOS],87.1375
200,Hillary Clinton,@HillaryClinton condemns anti-Israel boycotts as 'counter-productive' #SemST,2,$MENTION$ condemns anti - Israel boycotts as ' counter - productive ' # SemST [EOS],Hillary Clinton [EOS],87.15
201,Legalization of Abortion,@ShowTruth I just told you I was talking about abortion & not killing. #SemST,2,"$MENTION$ I just told you I was talking about abortion & not killing . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],87.2
202,Feminist Movement,@20PrcntChicago I have no clue! Why can't we all just hate men in peace? #SemST,2,"$MENTION$ I have no clue ! [EOS]
Why ca not we all just hate men in peace ? [EOS]
# SemST [EOS]",Feminist Movement [EOS],87.2
203,Donald Trump,@POTUS @olszewski_j I'm counting down the days this guy is outta office #SemST,2,"$MENTION$ $MENTION$ [EOS]
I 'm counting down the days this guy is outta office # SemST [EOS]",Donald Trump [EOS],87.2125
204,Hillary Clinton,@M_E_Adams if a Demonrat were to win I'd prefer Sanders over Killary. #SemST,2,"$MENTION$ if a Demonrat were to win I 'd prefer Sanders over Killary . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],87.275
205,Hillary Clinton,@CNN One would hope everyone would be fired up over such a blatant lie #SemST,2,$MENTION$ One would hope everyone would be fired up over such a blatant lie # SemST [EOS],Hillary Clinton [EOS],87.3375
206,Hillary Clinton,RT @Glenn_Hegar: Follow if you stand against Hillary in 2016! #SemST,2,"RT $MENTION$ : Follow if you stand against Hillary in 2016 ! [EOS]
# SemST [EOS]",Hillary Clinton [EOS],87.3375
207,Atheism,@michaelshermer Those look exactly like @DeepakChopra quotes! #newage #SemST,2,"$MENTION$ Those look exactly like $MENTION$ quotes ! [EOS]
# newage # SemST [EOS]",Atheism [EOS],87.3875
208,Hillary Clinton,@RIGHTZONE @WethePeoplePets Let's hope the VOTERS remember! #HillNo #SemST,2,"$MENTION$ $MENTION$ [EOS]
Let 's hope the VOTERS remember ! [EOS]
# HillNo # SemST [EOS]",Hillary Clinton [EOS],87.3875
209,Atheism,@MatiosTV but then again I'm the type to walk in to the holy of holies because #SemST,2,$MENTION$ but then again I 'm the type to walk in to the holy of holies because # SemST [EOS],Atheism [EOS],87.5125
210,Hillary Clinton,@Norsu2 secret Clinton docs? gee WHAT a surprise! #SemST,2,"$MENTION$ secret Clinton docs ? [EOS]
gee [EOS]
WHAT a surprise ! [EOS]
# SemST [EOS]",Hillary Clinton [EOS],87.5125
211,Feminist Movement,@Keskelarens @ChrisMetzen THIS IS WHY WE NEED #SemST,2,"$MENTION$ $MENTION$ [EOS]
THIS IS WHY WE NEED # SemST [EOS]",Feminist Movement [EOS],87.575
212,Hillary Clinton,@mayorlou Rand would offer free eye exams #UnitedBlue #Morningjoe #SemST,2,$MENTION$ Rand would offer free eye exams # UnitedBlue # Morningjoe # SemST [EOS],Hillary Clinton [EOS],87.5875
213,Atheism,My only income is the wages of sin. #SemST,2,"My only income is the wages of sin . [EOS]
# SemST [EOS]",Atheism [EOS],87.6
214,Hillary Clinton,@HillaryClinton team raised 114 millions dollars on six months #USA2016 #SemST,2,$MENTION$ team raised 114 millions dollars on six months # USA2016 # SemST [EOS],Hillary Clinton [EOS],87.6375
215,Hillary Clinton,@HellOfAPrez @tompainejr12 Yip. Obama Dems are already undermining #tcot #SemST,2,"$MENTION$ $MENTION$ Yip . [EOS]
Obama Dems are already undermining # tcot # SemST [EOS]",Hillary Clinton [EOS],87.6375
216,Legalization of Abortion,@notmuchelse & purely physical enjoyment with no responsibility attached #SemST,2,$MENTION$ & purely physical enjoyment with no responsibility attached # SemST [EOS],Legalization of Abortion [EOS],87.7
217,Legalization of Abortion,@_hannahwilhoit @paigem32 I'm done with the convo. But before I go. #SemST,2,"$MENTION$ $MENTION$ [EOS]
I 'm done with the convo . [EOS]
But before I go . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],87.7125
218,Legalization of Abortion,@chrisdelia belongs in the #dopythedick costume Handing out condom to kids at #SemST,2,$MENTION$ belongs in the # dopythedick costume Handing out condom to kids at # SemST [EOS],Legalization of Abortion [EOS],87.725
219,Donald Trump,"The way @realDonaldTrump is taking flak, he must be over the target. #SemST",2,"The way $MENTION$ is taking flak , he must be over the target . [EOS]
# SemST [EOS]",Donald Trump [EOS],87.75
220,Donald Trump,Trump got the smarts to win the hearts #SemST,2,Trump got the smarts to win the hearts # SemST [EOS],Donald Trump [EOS],87.775
221,Feminist Movement,@RiotChildArmy Even though we all know which gender is superior. =) #SemST,2,"$MENTION$ Even though we all know which gender is superior . [EOS]
=) [EOS]
# SemST [EOS]",Feminist Movement [EOS],87.825
222,Legalization of Abortion,Don't see the big deal about all this #SemST,2,Do not see the big deal about all this # SemST [EOS],Legalization of Abortion [EOS],87.825
223,Hillary Clinton,@Westxgal @irisflower33: This money will buy the Anti-American Libs including #SemST,2,$MENTION$ $MENTION$ : This money will buy the Anti - American Libs including # SemST [EOS],Hillary Clinton [EOS],87.85
224,Atheism,"@Ageoftheatheist ~ ""Age of the #Atheist"" where life has no purpose & no hope! #SemST",2,"$MENTION$ ~ "" Age of the # Atheist "" where life has no purpose & no hope ! [EOS]
# SemST [EOS]",Atheism [EOS],87.8625
225,Legalization of Abortion,@SaculSacul @GVPrayerWarrior No guarantee she will be destroyed I trust God. #SemST,2,"$MENTION$ $MENTION$ [EOS]
No guarantee she will be destroyed I trust God . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],87.925
226,Legalization of Abortion,Today is a great because we are alive. #SemST,2,"Today is a great because we are alive . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],87.925
227,Hillary Clinton,@TheAtlantic cause  #Hillary Clinton is a LYING THEIVING CUNT  #SemST,2,$MENTION$ cause # Hillary Clinton is a LYING THEIVING CUNT # SemST [EOS],Hillary Clinton [EOS],87.95
228,Atheism,"Jesus is not dead , he wasn't real !notdead #SemST",2,"Jesus is not dead , he was not real ! [EOS]
notdead # SemST [EOS]",Atheism [EOS],87.975
229,Legalization of Abortion,@notmuchelse Its irrational to think of every pregnancy as deadly. #SemST,2,"$MENTION$ [EOS]
Its irrational to think of every pregnancy as deadly . [EOS]
# SemST [EOS]",Legalization of Abortion [EOS],87.9875
230,Hillary Clinton,@RedHatGeek Hillary's nose from lying is now bigger than Bill's cigars. #SemST,2,"$MENTION$ Hillary 's nose from lying is now bigger than Bill 's cigars . [EOS]
# SemST [EOS]",Hillary Clinton [EOS],88.05
